id, disaster_id, name_of_assessor, county, municipality, code, name_property_owner, street_address,  city,   zip_code, date,lat, lng, location_notes, owner_type, phone_number, home_type, property_type, type_of_disaster, damage_foundation, damage_floor, damage_exterior, damage_interior, damage_plumbing, damage_hvac,damage_roof, damage_electrical, damage_category, flood_insurance, marketvalue_structure, marketvalue_contents, marketvalue_land, insurance_structure, insurance_contents, insurance_land, name_insurance, phone_insurance, disaster_structure, disaster_contents, disaster_land, comments
478,disasterB,Jack Martin,Allegheny,Jinanten,23,Todd Simpson,6570 Maryland Way,Salegading,,2/23/17,-6.8756,111.573,Balanced global methodology,Goldenrod,62-(836)424-1803,single_family,type4,fire,0.83,0.24,0.51,0.1,0.7,0.7,0.46,0.46,0.75,FALSE,67485,92992,32796,39629,46368,18402,James Edwards,62-(189)927-0713,48094,5784,64515,Robust impactful project
479,disasterD,Harold Banks,Somerset,Huanggang,36,Kenneth Brown,420 Swallow Court,Hovorany,,12/31/16,28.48346,114.54354,Stand-alone directional architecture,Green,86-(693)160-5206,single_family,type4,earthquake,0.93,0.04,0.94,0.38,0.24,0.82,0.25,0.25,0.97,TRUE,72013,53865,98599,56765,89334,92488,Alan Castillo,420-(304)478-6060,50524,79830,99008,Synergistic context-sensitive infrastructure
480,disasterA,Kimberly Freeman,Allegheny,Qianjin,7,Marilyn Shaw,91067 Havey Alley,JÃ_rfÃ_lla,,12/6/16,30.6777,120.23784,Digitized real-time system engine,Mauv,86-(847)255-1850,single_family,type2,flood,0.78,0.24,0.72,0.39,0.1,0.02,0.67,0.67,0.49,TRUE,23741,36009,71728,27595,16958,42986,Betty Nguyen,46-(400)606-1833,12407,93771,21656,Operative solution-oriented support
481,disasterB,Ann Porter,Somerset,MahÄ«n,22,Ernest Alexander,806 Duke Point,La Fortuna,,8/8/16,34.24168,37.05843,Inverse impactful intranet,Orange,963-(204)793-7294,multi_family,type1,landslide,0.52,0.35,0.41,0.91,0.32,0.53,0.35,0.35,0.81,TRUE,89101,87198,97676,8878,9510,92936,Janet Washington,506-(781)310-7357,29616,58731,57981,Inverse human-resource superstructure
482,disasterC,Harry Chapman,Somerset,Banjar,13,Lisa Jones,7 Heath Trail,Tutul,,5/29/16,-8.19,114.9675,Focused web-enabled infrastructure,Crimson,62-(201)112-0186,single_family,type4,fire,0.83,0.61,0.83,0.16,0.89,0.36,0.39,0.39,0.43,FALSE,39720,10066,95502,88669,27840,72208,Jane Martin,62-(547)137-6377,78009,33524,59079,Persevering didactic groupware
483,disasterB,Robin Miller,Somewhereelse,Conduaga,47,Carol Perkins,78771 Killdeer Pass,Ashchysay,1084,7/2/16,8.862,117.4893,Business-focused clear-thinking neural-net,Turquoise,63-(711)157-1275,single_family,type1,earthquake,0.79,0.22,0.02,0.06,0.23,0.19,0.3,0.3,0.17,TRUE,43243,12323,84722,87330,36247,36757,Norma Nguyen,7-(182)536-6458,73618,40562,51267,Profit-focused fault-tolerant open system
484,disasterA,Catherine Burton,Somewhereelse,RavÄÅnsar,31,Lois Spencer,37 Esker Center,Pashkovskiy,,4/1/16,34.7153,46.6533,Stand-alone non-volatile budgetary management,Orange,98-(825)295-9234,single_family,type2,fire,0.58,1,0.69,0.09,0.6,0.34,0.38,0.38,0.9,TRUE,95948,39481,33286,70736,17024,7200,Sandra Larson,7-(739)545-8824,29010,45553,17938,Ergonomic value-added array
485,disasterB,Carl Castillo,Somerset,Tongle,6,Steve Weaver,52 Magdeline Center,Tanbuqiao,,7/20/16,24.84757,106.5764,Switchable didactic adapter,Orange,86-(218)363-3012,single_family,type3,earthquake,0.95,0.54,0.81,0.41,0.85,0.82,0.35,0.35,0.89,TRUE,57536,52400,3034,96118,77379,48060,Kelly Jordan,86-(687)375-1413,88495,1813,26737,Object-based encompassing extranet
486,disasterD,Christina Gray,Allegheny,Haarlem,15,Anna Mitchell,8 Heath Trail,Lahad Datu,2004,10/28/16,52.3808,4.6368,Reactive context-sensitive access,Khaki,31-(556)251-0308,mobile,type3,earthquake,0.99,0.2,0.58,0.29,0.25,0.1,0.74,0.74,0.09,FALSE,33462,44695,87190,17227,34760,69249,Kathy Bishop,60-(341)337-6131,46856,87623,55471,Devolved value-added Graphic Interface
487,disasterC,Gloria Gray,Somewhereelse,ÃÅno MerÃ¡,27,Juan Johnson,415 Boyd Junction,La Palma,,1/23/17,37.45,25.4,Customer-focused fresh-thinking moderator,Fuscia,30-(331)608-1437,single_family,type2,flood,0.02,0.11,0.17,0.65,0.13,0.71,0.21,0.21,0.86,TRUE,87808,8143,38075,11699,21407,33869,Anthony Watkins,52-(580)253-4052,68335,27555,92637,Open-source multimedia Graphic Interface
488,disasterC,Howard Howard,Allegheny,Al á¸¨azm,19,Brenda Russell,49279 Grim Circle,KÃ¶ping,,4/25/16,16.16406,44.77692,Cross-platform tangible knowledge user,Puce,967-(582)876-9301,single_family,type3,earthquake,0.6,0.98,0.88,0.49,0.47,0.57,0.85,0.85,0.38,TRUE,41945,43878,43337,25962,90618,64790,Christopher Gordon,46-(989)712-4963,60108,18062,66344,Customer-focused composite data-warehouse
489,disasterC,Stephanie Hunt,Allegheny,Asmara,46,Norma Wheeler,230 Golf View Court,Zavitinsk,,8/6/16,15.33805,38.93184,Digitized clear-thinking strategy,Pink,291-(471)879-8485,mobile,type2,flood,0.02,0.59,0.01,0.86,0.78,0.12,0.38,0.38,0.71,TRUE,54796,24595,53833,55582,31584,64269,Jeremy Rose,7-(923)963-6045,46399,83348,77343,Fundamental full-range matrices
490,disasterD,Russell Hunter,Allegheny,Tipo-Tipo,9,Norma Gomez,90 Hayes Plaza,CzchÃ_w,7304,11/23/16,6.58139,122.17944,Right-sized discrete alliance,Yellow,63-(305)746-7093,single_family,type1,flood,0.69,0.99,0.15,0.36,0.41,0.05,0.8,0.8,0.21,FALSE,83742,12438,91056,60849,42052,75326,Charles Schmidt,48-(609)151-0199,34838,68411,44105,Seamless next generation functionalities
491,disasterC,Ralph Franklin,Somewhereelse,Largo,49,Joe Duncan,10 Derek Park,Liangchahe,34643,5/30/16,27.881,-82.7619,Ergonomic clear-thinking benchmark,Orange,1-(863)216-9245,multi_family,type3,landslide,0.3,0.36,0.71,0.56,0.23,0.77,0.99,0.99,0.4,FALSE,22944,95166,47844,67723,5537,81667,Patricia Graham,86-(499)465-3761,90722,38249,76221,Profound methodical intranet
492,disasterB,Joan Knight,Somewhereelse,Maradi,5,Brandon Sims,06 Ryan Trail,Alor Setar,,4/5/16,13.5,7.10174,Enhanced mobile website,Purple,227-(412)124-8234,mobile,type3,fire,0.95,0.31,0.77,0.65,0.13,0.79,0.56,0.56,0.41,FALSE,14750,59756,88182,20919,33484,23982,Barbara Burton,60-(207)537-6953,3611,61099,16642,Upgradable human-resource utilisation
493,disasterD,Michelle Hansen,Somewhereelse,Velika,49,Carlos Cruz,775 Granby Place,Hongling,34330,12/7/16,45.45444,17.66139,Self-enabling bifurcated middleware,Maroon,385-(467)875-0221,mobile,type4,flood,0.1,0.25,0.22,0.49,0.02,0.31,0.7,0.7,0.9,TRUE,71624,55473,40755,2363,38017,17523,Julia Lynch,86-(338)979-6488,2876,49503,56095,Adaptive systematic model
494,disasterD,Steve Elliott,Somewhereelse,MbakÃ©,12,Diane Reynolds,12 Parkside Parkway,Melgar,,11/7/16,14.79032,-15.90803,Intuitive multi-tasking functionalities,Maroon,221-(344)556-0199,mobile,type2,fire,0.46,0.51,0.11,0.71,0.09,0.86,0.59,0.59,0.75,TRUE,97396,32494,20368,44634,43646,83186,William Perkins,57-(159)924-6678,20907,77552,85052,Multi-channelled leading edge hardware
495,disasterD,Laura Williamson,Allegheny,Guisguis,47,Denise Bailey,539 Manley Park,San Rafael Arriba,9803,4/6/16,15.7928,119.9766,Enhanced hybrid time-frame,Orange,63-(643)438-5566,single_family,type4,flood,0.18,0.17,0.74,0.79,0.99,0.71,0.84,0.84,0.88,FALSE,67239,24053,59937,23229,28589,26891,Heather Clark,506-(248)358-4104,3210,17248,56730,Fundamental background open system
496,disasterA,Jason Kelley,Somewhereelse,Sukamahi Satu,29,Steve Nichols,436 Pierstorff Hill,SÅ«rÄ«ÄÅn,,3/20/17,-7.129,107.0331,Self-enabling global function,Mauv,62-(991)429-0798,mobile,type2,fire,0.45,0.71,0.89,0.96,0.32,0.43,0.48,0.48,0.68,FALSE,19646,49991,6612,17586,11451,17741,Joan Jordan,98-(896)566-6149,99425,81980,95465,Ameliorated systemic database
497,disasterB,Marie Hall,Allegheny,Saguiaran,15,Lillian Jordan,284 Pearson Street,Dallas,9701,12/10/16,8.03306,124.27,Up-sized empowering support,Orange,63-(859)358-6020,mobile,type4,fire,0.47,0.86,0.34,0.59,0.95,0.47,0,0,0.13,TRUE,63072,81525,88386,89150,52303,89101,Mark Coleman,1-(972)522-3118,71203,38520,94214,Inverse value-added archive
498,disasterA,Brandon Gordon,Somewhereelse,Kuantian,47,Ronald Moore,91 Cordelia Point,Shuangmiaojie,,2/17/17,25.99861,115.6636,Organized maximized leverage,Puce,86-(257)108-7125,mobile,type2,landslide,0.37,0.25,0.97,0.64,0.6,0.41,0.28,0.28,0.66,FALSE,24532,43954,15674,72172,61497,5565,Cheryl Hunter,86-(958)151-4073,20130,39630,42524,Managed bi-directional moderator
499,disasterB,Jennifer Hansen,Somewhereelse,Namibe,27,Benjamin Rice,1387 Boyd Alley,Baojia,,9/19/16,-15.19611,12.15222,Upgradable directional productivity,Violet,244-(511)776-3428,mobile,type2,landslide,0,0.65,0.85,0.05,0.58,0.98,0.54,0.54,0.57,TRUE,50132,1588,80572,73673,7657,62932,Lori Wagner,86-(515)946-3848,72530,45510,15393,Down-sized asymmetric Graphic Interface
500,disasterC,Kathryn Alvarez,Allegheny,Reggada,19,Sarah Nelson,2 Butterfield Point,Angered,,8/27/16,29.58016,-9.70086,Adaptive didactic ability,Orange,212-(757)323-2187,mobile,type3,earthquake,0.27,0.51,0.68,0.73,0.57,0.71,0.59,0.59,0.84,FALSE,67700,25591,21193,16099,522,48062,Matthew Russell,46-(291)982-7807,21932,30397,81204,Right-sized global encryption
501,disasterD,Judy Andrews,Allegheny,GnosjÃ¶,10,Maria Campbell,9337 Orin Circle,Pabean,335 24,10/1/16,57.3585,13.7369,Configurable demand-driven middleware,Blue,46-(601)925-3330,single_family,type2,flood,0.39,0.21,0.02,0.31,0.92,0.54,0.52,0.52,0.37,FALSE,87316,32421,41167,6330,81457,35782,Dorothy Cox,62-(758)342-3682,74750,52825,96816,Programmable asynchronous policy
502,disasterB,Judy Rogers,Allegheny,ConceiÃ§Ã£o da Barra,26,Melissa Austin,6 Holy Cross Place,HoÅ™ice,29960-000,5/20/16,-18.59333,-39.73222,Balanced national secured line,Orange,55-(828)196-6525,mobile,type1,earthquake,0.5,0.91,0.31,0.09,0.28,0.69,0.51,0.51,0.21,FALSE,57904,82030,4515,47674,75815,88831,Aaron Ray,420-(920)443-3133,7986,93416,97987,Innovative dedicated archive
503,disasterA,Annie Johnston,Somewhereelse,Mbanza Congo,15,Marilyn Lawson,3 Oak Valley Center,Wagar,,4/24/16,-6.26703,14.2401,Visionary discrete neural-net,Yellow,244-(695)999-1538,mobile,type4,flood,0.35,0.08,0.67,0.6,0.66,0.67,0.24,0.24,0.16,TRUE,19234,10191,19126,90223,522,16003,Ryan Torres,249-(434)348-4445,16087,95942,20725,Up-sized bandwidth-monitored standardization
504,disasterB,Emily Alvarez,Somerset,Cagliari,33,Sandra Patterson,93 Summit Drive,LÃ¡vara,9124,8/10/16,39.2074,9.1346,Reactive system-worthy throughput,Goldenrod,39-(604)211-3705,single_family,type3,fire,0.99,0.58,0.23,0.14,0.24,0.48,0.36,0.36,0.29,TRUE,88919,55006,89492,4573,94370,77632,Dorothy Lane,30-(865)556-5267,39940,44491,82797,Self-enabling contextually-based adapter
505,disasterB,Scott Stewart,Allegheny,Jefferson City,48,Annie Gonzalez,60596 6th Hill,Beigang,65110,3/3/17,38.5309,-92.2493,Fundamental client-driven project,Mauv,1-(573)236-5886,mobile,type1,landslide,0.2,0.83,0.34,0.19,0.84,0.01,0.28,0.28,0.03,FALSE,98458,96944,66975,51328,8840,89170,Todd Henry,86-(287)855-3847,56191,7023,30890,Advanced neutral data-warehouse
506,disasterA,Cynthia Lopez,Somewhereelse,Leninskoye,21,Jonathan Garza,14405 Boyd Way,Kampong Chhnang,197733,1/3/17,60.22021,29.84711,Ameliorated composite strategy,Mauv,7-(682)549-8487,multi_family,type1,flood,0.47,0.86,0.14,0.55,0.75,0.81,0.29,0.29,0.51,TRUE,91995,71266,6094,85220,8037,55236,Katherine Scott,855-(201)383-3784,8890,25179,375,Cross-platform 24 hour frame
507,disasterA,Mildred Hill,Allegheny,Karlstad,38,Edward Weaver,45485 Algoma Place,Lom Sak,652 27,9/2/16,59.3793,13.5036,Cross-platform object-oriented open architecture,Khaki,46-(405)110-1255,single_family,type3,landslide,0.07,0.39,0,0.66,0.99,0.53,0.23,0.23,0.08,FALSE,57478,11119,25671,53104,62964,10529,Maria Perez,66-(681)462-9310,83391,79914,76613,Polarised needs-based focus group
508,disasterC,Frances Kennedy,Allegheny,Ciawitali,14,Melissa Miller,86818 Gateway Park,Kimchâ€™aek-si,,5/1/16,-7.42303,107.36811,Face to face discrete task-force,Yellow,62-(198)567-4119,mobile,type2,flood,0.15,0.63,0.91,0.08,0.28,0.54,0.68,0.68,0.92,TRUE,67465,78161,11373,59677,53928,34553,Jimmy George,850-(998)840-7576,70230,85392,8102,Expanded attitude-oriented process improvement
509,disasterB,Victor Garza,Allegheny,Banqiao,46,Gerald Perez,3503 Prairie Rose Circle,Ciwaru,,5/16/16,29.61278,117.94861,Secured 24/7 concept,Purple,86-(826)707-2506,mobile,type2,flood,0.08,0.43,0.11,0.75,0.18,0.4,0.12,0.12,0.07,FALSE,17366,24747,79865,62978,44401,86947,Frank Hawkins,62-(259)672-8996,28901,82163,74035,Centralized tertiary throughput
510,disasterB,Clarence Carter,Somewhereelse,Vanadjou,42,Brandon Moore,20834 Clemons Avenue,La Caya,,3/7/16,-11.6075,43.27611,Self-enabling context-sensitive analyzer,Crimson,269-(876)523-4101,single_family,type3,fire,0.52,0.56,0.77,0.41,0.58,0.79,0.01,0.01,0.9,FALSE,34374,4178,75479,73982,73716,61509,Robert Murphy,1-(261)341-6566,88361,3590,22399,Public-key real-time methodology
511,disasterD,Dennis Alexander,Somerset,Olesno,42,Harold Ferguson,78999 Hudson Trail,Lat Lum Kaeo,46-300,3/19/17,50.87698,18.42094,Down-sized global time-frame,Maroon,48-(611)706-4560,multi_family,type4,flood,0.09,0.2,0.13,0.99,0.2,0.26,0.67,0.67,0.75,TRUE,58302,83507,92609,12692,48565,31993,Thomas Oliver,66-(140)562-7644,75802,15910,18598,Synchronised real-time installation
512,disasterA,Phyllis Sims,Somerset,Skorogoszcz,44,Janet Sullivan,084 Bunting Avenue,Sergokala,49-345,6/29/16,50.75916,17.68198,Switchable static concept,Turquoise,48-(529)540-1870,multi_family,type1,flood,0.05,0.44,0.33,0.95,0.94,0.35,0.91,0.91,0.54,FALSE,43950,89479,50510,49781,93518,2438,Steven Stone,7-(715)155-1285,55260,62933,56815,Reactive local extranet
513,disasterB,Frances Brown,Allegheny,La Plaine-Saint-Denis,8,Joan Franklin,0170 Sauthoff Crossing,PeÃ±a,93571 CEDEX,2/15/17,48.9085,2.3638,Compatible homogeneous knowledge base,Turquoise,33-(512)476-2004,multi_family,type2,earthquake,0.62,0.74,0.99,0.99,0.71,0.12,0.22,0.22,0.02,FALSE,99683,55076,31151,62578,94939,35456,Jimmy Peters,63-(852)784-7805,68696,4891,51468,Expanded tangible parallelism
514,disasterC,Lillian Pierce,Somerset,Milano,45,Patricia Stanley,52 Vera Court,Krzykosy,20158,7/11/16,45.4643,9.1895,Integrated dynamic task-force,Purple,39-(750)873-5592,mobile,type1,fire,0.49,0.02,0.31,0.2,0.76,0.38,0.94,0.94,0.48,TRUE,10750,11677,89602,15506,94124,58256,George Hill,48-(529)638-2694,91745,44307,98044,Organized needs-based benchmark
515,disasterD,Kevin Murray,Somewhereelse,BenÃ© Beraq,27,Edward Olson,82 Bonner Pass,HÌ±olon,,5/7/16,32.08074,34.8338,User-centric intermediate internet solution,Fuscia,972-(627)524-5752,single_family,type4,landslide,0.45,0.73,0.25,0.26,0.32,0.73,0,0,0.58,FALSE,44482,18664,17579,14837,66867,48733,Pamela Ray,972-(744)126-6525,23577,77455,21660,Devolved client-driven productivity
516,disasterD,Alan Cruz,Allegheny,Comrat,11,Brian Hawkins,534 Kim Court,Luotaping,MD-5354,2/4/17,46.30028,28.65722,Focused dynamic database,Blue,373-(590)536-0711,mobile,type4,flood,0.19,0.25,0.31,0.22,1,0.3,0.41,0.41,0.73,FALSE,67712,81068,28033,52940,61217,12256,Catherine Wallace,86-(576)324-4290,17842,18183,77269,Ergonomic national architecture
517,disasterB,Russell Allen,Somerset,Valle San Francisco,9,Justin Martin,63689 Sycamore Circle,Kopen,,2/20/17,12.51667,-86.28333,Profound neutral interface,Blue,505-(412)217-8647,mobile,type3,flood,0.27,0.36,0.92,0.84,0.25,0.84,0.97,0.97,0.64,TRUE,69450,24228,91288,5595,37360,27289,Adam Hawkins,62-(268)435-7591,1813,98755,93383,Grass-roots discrete Graphical User Interface
518,disasterA,Tina Frazier,Somewhereelse,Prapen,41,Norma Green,4 Pennsylvania Terrace,Domalanoan,,3/4/17,-7.31453,112.75667,Future-proofed upward-trending strategy,Blue,62-(582)799-0705,single_family,type2,flood,0.85,0.26,0.09,0.36,0.92,0.72,1,1,0.68,FALSE,55652,24342,93274,93850,79412,59009,Joe Austin,63-(566)375-5420,18896,13233,37351,Centralized 24/7 concept
519,disasterD,Virginia Frazier,Somewhereelse,Fengcheng,6,Annie Russell,71080 Sunfield Hill,Saint-Priest-en-Jarez,,4/6/16,24.72365,116.72429,Up-sized local model,Pink,86-(231)828-1154,multi_family,type1,earthquake,1,0.87,0.48,0.76,0.16,0.06,0.26,0.26,0.52,TRUE,87502,14864,34132,24040,3894,31952,Rose Johnson,33-(621)198-9069,84141,5058,68464,Cross-platform object-oriented conglomeration
520,disasterC,Katherine Ramirez,Somerset,OurovÃ©ni,17,Wanda Holmes,8 Sycamore Lane,Bergen,,12/15/16,-11.90972,43.48861,Monitored zero tolerance policy,Indigo,269-(585)356-5266,multi_family,type2,earthquake,0.74,0.22,0.82,0.17,0.59,0.6,0.75,0.75,0.59,FALSE,10605,34488,11849,36768,79368,75547,Denise Wagner,47-(405)139-0814,11844,42343,98326,Pre-emptive optimizing intranet
521,disasterA,Stephanie Stanley,Somerset,Ordynskoye,19,Teresa Ray,6 Merrick Avenue,NetvoÅ™ice,633260,4/1/16,54.3656,81.8994,Upgradable client-driven matrices,Green,7-(725)650-7353,single_family,type1,earthquake,0.81,0.2,0.12,0.36,0.82,0.75,0.66,0.66,0.06,TRUE,12905,23188,53167,99455,85085,93868,Patrick Cruz,420-(733)258-1448,18979,38141,6081,Up-sized 4th generation infrastructure
522,disasterA,John Daniels,Allegheny,Rumyantsevo,36,Jean James,4 Thackeray Point,Puolanka,143570,1/30/17,55.97278,36.53417,Polarised web-enabled Graphic Interface,Puce,7-(290)225-7425,mobile,type3,earthquake,0.54,0.92,0.95,0.97,0.4,0.74,0.02,0.02,1,FALSE,81549,15415,86144,71347,37671,92194,Keith Bell,358-(987)283-4834,59347,92408,10451,Assimilated global secured line
523,disasterA,Justin Marshall,Somerset,Cilebang Satu,31,Sara Gray,953 Weeping Birch Park,Figueiredo,,12/8/16,-6.65902,106.28968,Balanced full-range workforce,Mauv,62-(428)120-5078,multi_family,type2,earthquake,0.29,0.41,0.22,0.48,0.23,0.3,0.51,0.51,0.95,FALSE,26091,76534,13810,49325,43755,12136,Mildred Robinson,351-(510)535-5642,42144,59123,89158,Focused logistical attitude
524,disasterD,Bonnie Allen,Somewhereelse,RyÅ«gasaki,11,Jennifer Rogers,648 Pierstorff Road,Maria Cristina,301-0856,3/18/16,35.9,140.18333,Front-line empowering algorithm,Pink,81-(410)118-8083,mobile,type2,earthquake,0.18,0.08,0.36,0.27,0.47,0.82,0.86,0.86,0.66,TRUE,27867,97294,69014,98863,19287,95833,Kelly Gilbert,63-(510)556-2220,70891,35310,48436,Phased attitude-oriented intranet
525,disasterC,Phillip Montgomery,Somerset,JÃ¶nkÃ¶ping,29,Howard George,3970 Fisk Lane,RuÅ¡e,553 02,11/18/16,57.7815,14.1562,Stand-alone scalable application,Goldenrod,46-(524)665-1881,multi_family,type1,flood,0.53,0.01,0.19,0.49,0.07,0.13,0.45,0.45,0.23,TRUE,72564,79020,21134,94190,89704,32579,Angela Grant,386-(821)633-0511,42922,13211,94398,Multi-lateral multi-tasking encoding
526,disasterA,Wanda Thomas,Somerset,La Celia,1,Dennis Hughes,21280 Rutledge Plaza,OrlÃ©ans,662037,4/3/17,5.04333,-76.01667,Devolved fresh-thinking paradigm,Khaki,57-(936)890-4714,multi_family,type4,landslide,0.47,0.31,0.92,0.85,0.49,0.8,0.57,0.57,0.77,TRUE,23957,90692,15129,43593,19960,34939,Rachel Lynch,33-(673)821-5164,75509,83806,20709,Self-enabling contextually-based implementation
527,disasterC,Teresa Green,Allegheny,Santa Maria,8,Jane Johnston,7 Green Park,Morioka-shi,97000-000,3/10/16,-29.68417,-53.80694,Extended systematic frame,Teal,55-(877)523-3131,mobile,type2,earthquake,0.99,0.39,0.27,0.62,0.1,0.43,0.87,0.87,0.52,TRUE,26939,8594,3832,79029,73207,28902,Emily Gomez,81-(161)502-2533,62174,94011,50785,Progressive object-oriented algorithm
528,disasterC,Willie Jackson,Somerset,Culianin,27,Judith Weaver,48 Mitchell Circle,Campos Sales,7209,8/23/16,14.9151,120.89847,Enterprise-wide leading edge project,Mauv,63-(496)341-7347,multi_family,type3,landslide,0.9,0.46,1,0.94,0.16,0.18,0.18,0.18,0.78,TRUE,34964,86885,7770,13093,6431,9041,Frank Chapman,55-(649)920-3000,32755,46622,41320,Enhanced web-enabled conglomeration
529,disasterD,Ruth Parker,Somerset,Kudara-Somon,29,Nicole Black,970 Lake View Place,NÃ¡vsÃ_ u Jablunkova,671836,8/19/16,50.15472,107.40139,Multi-channelled optimizing concept,Orange,7-(980)348-6615,mobile,type2,flood,0.9,0.24,0.47,0.36,0.27,0.3,0.17,0.17,0.02,FALSE,51838,30516,84019,44725,21508,14760,Christina Lewis,420-(331)920-6694,42678,95595,37328,Customizable non-volatile internet solution
530,disasterC,Chris Bishop,Somerset,Pringsewu,5,Barbara Watson,6403 Pine View Parkway,Nong Muang Khai,,8/15/16,-5.35822,104.97441,Team-oriented zero tolerance attitude,Teal,62-(863)133-9114,single_family,type1,earthquake,0.87,0.51,0.83,0.8,0.33,0.26,0.46,0.46,0.47,TRUE,94012,32159,13299,70317,11511,53047,Stephanie Taylor,66-(191)372-7759,22678,85706,12909,Stand-alone intermediate middleware
531,disasterC,Bruce Graham,Somewhereelse,Jobabo,21,Martha Day,87 Green Avenue,Kristianstad,,5/18/16,20.90508,-77.28819,Synergized scalable adapter,Orange,53-(670)750-7999,multi_family,type2,landslide,0.76,0.27,0.46,0.46,0.33,0.19,0.24,0.24,0.24,FALSE,88762,43216,25052,91923,17778,79800,Bobby Sanders,46-(428)137-7562,10176,95737,22423,Object-based clear-thinking array
532,disasterB,Dorothy Martinez,Somerset,Hegeng,20,Marie Harvey,272 Towne Alley,Longgang,,12/8/16,29.13696,105.86988,Multi-layered bottom-line firmware,Green,86-(974)992-8965,single_family,type1,flood,0.49,0.79,0.06,0.32,0.84,0.23,0.8,0.8,0.49,TRUE,86358,78058,14008,46573,8765,24119,Stephen Robertson,86-(370)279-7038,96657,9835,53802,Up-sized bi-directional help-desk
533,disasterC,Emily Hernandez,Somewhereelse,Bayan Huxu,12,Ruth Morris,3 Hansons Drive,Puan,,10/29/16,45.15,121.4,Universal content-based circuit,Mauv,86-(906)962-5372,mobile,type4,landslide,0.98,0.02,0.66,0.86,0.7,0.36,0.8,0.8,0.43,FALSE,32965,65829,90509,70933,16768,34863,Randy Chapman,82-(943)526-5751,18600,71677,17682,Devolved encompassing conglomeration
534,disasterA,Anna Wagner,Allegheny,Lirang,34,Diane Young,937 Cardinal Trail,Tsurusaki,,8/17/16,30.68494,107.63145,Fully-configurable value-added knowledge base,Orange,86-(192)218-9218,multi_family,type3,flood,0,0.07,0.76,0.01,0.32,0.97,0.56,0.56,0.23,FALSE,33319,82930,85335,82304,37620,67371,Ann Hanson,81-(509)681-6378,12876,96713,56951,Synchronised incremental groupware
535,disasterD,Justin Cooper,Somewhereelse,Floriana,48,Sharon Perry,337 Northwestern Lane,Fuli,FRN,1/2/17,35.89583,14.50833,Visionary background function,Aquamarine,356-(243)626-1687,multi_family,type3,flood,0.48,0.5,0.79,0.83,0.84,0.99,0.06,0.06,0.91,FALSE,59345,69301,11304,23873,44229,62756,Fred Woods,86-(790)102-9369,56898,71649,33178,Balanced coherent functionalities
536,disasterB,Lisa Diaz,Allegheny,Yangyuan,18,Willie Diaz,9153 Arkansas Way,Honghualiangzi,,6/26/16,27.15111,119.01583,Adaptive holistic flexibility,Violet,86-(194)147-0675,multi_family,type4,landslide,0.52,0.49,0.44,0.7,0.39,0.34,0.32,0.32,0.21,TRUE,29689,68260,64771,57445,70770,37535,Wayne Cole,86-(945)586-2475,71743,67650,64099,Secured maximized support
537,disasterA,Tina Flores,Somerset,KÃ¶ping,21,Albert Oliver,48 Columbus Crossing,Karangagung Timur,731 33,12/22/16,59.514,15.9926,Front-line responsive contingency,Khaki,46-(904)306-4748,multi_family,type3,fire,0.23,0.61,0.54,0.63,0.27,0.79,0.24,0.24,0.6,TRUE,13793,83565,73179,31551,20579,91509,Joseph Scott,62-(258)505-8719,73225,29804,70627,Multi-layered fault-tolerant encryption
538,disasterD,Beverly Barnes,Somerset,Senanga,41,Gregory Moore,9120 Sunnyside Plaza,Stanovoye,,7/27/16,-16.11667,23.26667,Reverse-engineered intangible software,Pink,260-(738)598-6495,multi_family,type1,landslide,0.55,0.7,0.13,0.55,0.47,0.3,0.13,0.13,0.49,TRUE,54522,56194,43079,83210,30990,4640,Antonio Fowler,7-(516)796-0089,21067,73894,65352,Cross-group tangible model
539,disasterD,Melissa Wallace,Somewhereelse,Xinshi,8,Theresa Chapman,2 Bartelt Trail,Chuzhou,,8/25/16,34.53834,109.18005,Total 6th generation interface,Aquamarine,86-(631)740-6144,single_family,type4,earthquake,0.66,0.41,0.97,0.14,0.87,0.75,0.47,0.47,0.1,TRUE,45490,23687,81392,72498,872,11707,Clarence Austin,86-(440)225-6729,57169,67139,93824,Business-focused web-enabled framework
540,disasterB,Irene Perez,Somewhereelse,Gulu,9,Christina Richardson,398 Mayfield Trail,Palestina,,6/23/16,2.77457,32.29899,Fully-configurable exuding firmware,Green,256-(735)393-9880,single_family,type2,flood,0.17,0.41,0.27,0.65,0.89,0.79,0.96,0.96,0.26,TRUE,21302,66552,62565,55707,94062,18175,James Russell,63-(582)225-6817,91661,14526,30454,Persistent secondary moderator
541,disasterC,Karen Kelley,Allegheny,Ternopilâ€™,49,Lori Franklin,84594 Dayton Junction,Fucha,,1/23/17,49.55589,25.60556,Ameliorated mobile support,Indigo,380-(468)201-4440,multi_family,type1,fire,0.9,0.68,0.3,0.26,0.32,0.38,0.02,0.02,0.32,TRUE,89540,29834,9705,41940,56324,12331,Harry Kennedy,86-(659)285-8181,61328,56657,8273,Proactive optimal infrastructure
